country,lifeExp,gdpPercap,pop,continent
未分類其他技術檢測及分析服務,496,60451812672.0,121878654.58064516,Asia
其他未分類專用機械設備製造,3408,59821267776.0,17553188.901408453,Asia
未分類其他電力設備及配備製造,474,59462757753.0,125448856.01898734,Asia
棉混紡梭織布製造,577,57086856028.0,98937358.80069324,Asia
汽車零件、汽車百貨批發,10336,56986094638.0,5513360.549342105,Asia
建材五金（螺絲、螺帽、鉚釘等金屬製品）批發,14082,56581944837.0,4018033.2933532167,Asia
未分類其他塑膠製品製造,3771,55148945499.0,14624488.331742244,Asia
人用西藥製造,154,54465146390.0,353669781.7532467,Asia
其他金屬手工具製造,8203,54288036438.0,6618071.003047666,Asia
其他家用電器批發,3693,53910634281.0,14598059.648253452,Asia
其他未分類化學製品製造,553,53654327430.0,97024100.23508137,Asia
螺絲、螺帽及鉚釘製造,3066,53266245882.0,17373204.788649708,Asia
精密化學材料製造,124,52348648650.0,422166521.37096775,Asia
其他未分類金屬製品製造,5711,52109719376.0,9124447.448082648,Asia
未分類其他通用機械設備製造,3046,50783251286.0,16672111.387393303,Asia
印刷電路板製造,253,49942248400.0,197400191.3043478,Asia
鑄管鑄造,85,49178589420.0,578571640.2352941,Asia
船務代理,333,48049867570.0,144293896.6066066,Asia
菸草製造,8,47756194000.0,5969524250.0,Asia
鋼板（捲）、鋼帶、鋼片製造,463,46413398070.0,100244920.237581,Asia
外國銀行,142,45601416499.0,321136735.9084507,Asia
